2.0374,-0.022305,0.76563
2.3867,0.036284,0.84375
2.2325,-0.40237,0.92188
1.8832,-0.39302,1
1.5428,-0.081497,1.0781
1.4369,-0.059081,1.1563
1.6246,-0.23142,1.2344
1.8442,-0.48481,1.3125
1.77,-0.42764,1.3906
1.7592,-0.41997,1.4688
1.7666,-0.41514,1.5469
1.7619,-0.34282,1.625
1.6459,-0.23596,1.7031
1.6453,-0.23054,1.7813
2.0237,-0.43653,1.8594
2.0106,-0.16884,1.9375
2.0459,-0.15838,2.0156
1.8288,-0.19115,2.0938
1.7839,-0.22108,2.1719
1.7653,-0.16432,2.25
1.603,-0.01932,2.3281
1.4913,0.018371,2.4063
1.6881,-0.12899,2.4844
1.7407,-0.3257,2.5625
1.8819,-0.54527,2.6406
1.8991,-0.53687,2.7188
1.9512,-0.35789,2.7969
1.784,0.019472,2.875
1.7658,0.12945,2.9531
1.7379,0.043609,3.0313
1.6327,-0.042287,3.1094
1.5564,-0.026168,3.1875
1.5305,-0.057165,3.2656
1.5269,-0.056542,3.3438
1.5151,-0.083743,3.4219
1.5299,-0.08342,3.5
1.5345,-0.077749,3.5781
1.5481,-0.092433,3.6563
1.591,-0.10672,3.7344
1.5958,-0.085707,3.8125
1.5835,-0.075712,3.8906
1.4931,-0.07897,3.9688
1.5517,0.27604,4.0469
1.7488,0.3252,4.125
1.9034,0.39549,4.2031
2.0418,0.58009,4.2813
1.5832,0.42701,4.3594
1.2901,0.14085,4.4375
1.343,-0.13681,4.5156
1.6104,-0.31793,4.5938
1.8393,-0.35518,4.6719
1.6952,-0.20639,4.75
1.6251,-0.19481,4.8281
1.5129,-0.030627,4.9063
1.6133,-0.0083493,4.9844
1.5738,-0.0604,5.0625
1.5751,-0.049375,5.1406
1.5388,-0.060271,5.2188
1.514,-0.11891,5.2969
1.5586,-0.17371,5.375
1.6072,-0.18985,5.4531
1.6035,-0.16934,5.5313
1.6371,-0.19802,5.6094
1.4492,-0.095059,5.6875
1.5996,0.11169,5.7656
1.6105,0.02214,5.8438
1.5268,-0.071429,5.9219
1.52,-0.083919,6
1.4663,-0.12,6.0781
1.4774,-0.2516,6.1563
1.6736,-0.39346,6.2344
1.8984,-0.44609,6.3125
1.7268,-0.29355,6.3906
1.6512,-0.29042,6.4688
1.4777,-0.063078,6.5469
1.5789,-0.040652,6.625
1.5457,-0.085551,6.7031
1.5495,-0.064665,6.7813
1.4885,-0.071696,6.8594
1.4176,-0.17452,6.9375
1.5165,-0.33471,7.0156
1.749,-0.44722,7.0938
1.8722,-0.43683,7.1719
1.6238,-0.29562,7.25
1.5168,-0.24632,7.3281
1.5812,-0.11956,7.4063
1.6353,-0.18676,7.4844
1.6303,-0.31222,7.5625
1.6385,-0.41363,7.6406
1.6723,-0.41642,7.7188
1.6806,-0.41948,7.7969
1.7598,-0.46576,7.875
1.8422,-0.47959,7.9531
1.6943,-0.39578,8.0313
1.7038,-0.39491,8.1094
1.6973,-0.4014,8.1875
1.7013,-0.37813,8.2656
1.6928,-0.36395,8.3438
1.6816,-0.36274,8.4219
1.6795,-0.36432,8.5
1.6765,-0.36116,8.5781
1.6595,-0.35278,8.6563
1.6575,-0.3494,8.7344
1.5429,-0.24363,8.8125
1.7457,-0.45672,8.8906
1.7024,-0.41756,8.9688
1.7131,-0.42794,9.0469
1.7681,-0.4216,9.125
1.835,-0.29695,9.2031
1.674,-0.0076487,9.2813
1.5207,0.053483,9.3594
1.5412,-0.068791,9.4375
1.6747,-0.16697,9.5156
1.8807,-0.49387,9.5938
1.8557,-0.52956,9.6719
1.916,-0.62617,9.75
1.9953,-0.66455,9.8281
1.9618,-0.47253,9.9063
1.6545,-0.14008,9.9844
1.4304,-0.038953,10.063
1.5822,-0.20216,10.141
1.9159,-0.32651,10.219
1.9988,-0.3594,10.297
1.8425,-0.34468,10.375
1.789,-0.36377,10.453
1.7741,-0.29782,10.531
1.579,-0.11598,10.609
1.4157,-0.067627,10.688
1.5169,-0.13765,10.766
1.7687,-0.4299,10.844
1.9896,-0.6495,10.922
1.9612,-0.65353,11
2.0212,-0.63374,11.078
1.9803,-0.42311,11.156
1.6727,-0.065371,11.234
1.5296,0.0038092,11.313
1.4853,-0.053417,11.391
1.7099,-0.24394,11.469
1.772,-0.49217,11.547
1.7479,-0.49337,11.625
1.7917,-0.541,11.703
1.8678,-0.51004,11.781
1.8381,-0.3021,11.859
1.6012,-0.079073,11.938
1.4708,-0.058325,12.016
1.4867,-0.084552,12.094
1.72,-0.28036,12.172
1.6588,-0.37629,12.25
1.6526,-0.36147,12.328
1.6799,-0.37923,12.406
1.7358,-0.34351,12.484
1.7248,-0.22341,12.563
1.6025,-0.12142,12.641
1.5324,-0.10873,12.719
1.5401,-0.12718,12.797
1.6179,-0.14799,12.875
1.5889,-0.23182,12.953
1.5827,-0.24169,13.031
1.5888,-0.27384,13.109
1.6315,-0.26743,13.188
1.66,-0.21135,13.266
1.6169,-0.14873,13.344
1.5761,-0.12967,13.422
1.5724,-0.12894,13.5
1.5296,-0.055788,13.578
1.6152,-0.23087,13.656
1.583,-0.21255,13.734
1.5823,-0.22872,13.813
1.6012,-0.23398,13.891
1.6277,-0.20706,13.969
1.6072,-0.14493,14.047
1.5446,-0.10598,14.125
1.5181,-0.11315,14.203
1.5608,-0.15398,14.281
1.6009,-0.17458,14.359
1.5877,-0.19659,14.438
1.5819,-0.20833,14.516
1.5802,-0.21197,14.594
1.5659,-0.21301,14.672
1.5429,-0.24855,14.75
1.5963,-0.33028,14.828
1.7105,-0.38531,14.906
1.7375,-0.37696,14.984
1.633,-0.3099,15.063
1.7166,-0.36228,15.141
1.7149,-0.37375,15.219
1.7182,-0.42753,15.297
1.7436,-0.46816,15.375
1.7901,-0.46532,15.453
1.7966,-0.37756,15.531
1.6617,-0.25376,15.609
1.5355,-0.21615,15.688
1.5702,-0.26331,15.766
1.7172,-0.30879,15.844
1.7372,-0.44176,15.922
1.7278,-0.43158,16
1.7424,-0.45843,16.078
1.7912,-0.4527,16.156
1.8155,-0.31816,16.234
1.6364,-0.11064,16.313
1.4619,-0.045085,16.391
1.499,-0.12933,16.469
1.6551,-0.20239,16.547
1.7091,-0.38289,16.625
1.7314,-0.19901,16.703
1.6777,-0.15795,16.781
1.6455,-0.16847,16.859
1.6519,-0.14254,16.938
1.6281,-0.10689,17.016
1.6089,-0.097652,17.094
1.6093,-0.085087,17.172
1.5952,0.019295,17.25
1.6914,-0.24621,17.328
1.6882,-0.2756,17.406
1.7213,-0.40676,17.484
1.7949,-0.4697,17.563
1.8127,-0.25097,17.641
1.5658,0.022657,17.719
1.4714,0.013739,17.797
1.4612,-0.041512,17.875
1.7138,-0.26559,17.953
1.7192,-0.45838,18.031
1.7036,-0.45495,18.109
1.74,-0.49248,18.188
1.8103,-0.4477,18.266
1.756,-0.22636,18.344
1.519,-0.03662,18.422
1.4377,-0.050855,18.5
1.5034,-0.074134,18.578
1.7538,-0.39413,18.656
1.7175,-0.38961,18.734
1.6913,-0.32122,18.813
1.6717,-0.31672,18.891
1.6831,-0.29661,18.969
1.6433,-0.2108,19.047
1.5478,-0.15406,19.125
1.5208,-0.16124,19.203
1.5498,-0.11446,19.281
1.7915,-0.40335,19.359
1.7558,-0.46175,19.438
1.8316,-0.51296,19.516
1.9224,-0.56016,19.594
1.94,-0.3852,19.672
1.7156,-0.024776,19.75
1.5158,0.077992,19.828
1.4641,0.048896,19.906
1.6666,-0.16401,19.984
1.7122,-0.40467,20.063
1.6731,-0.36805,20.141
1.6998,-0.38482,20.219
1.757,-0.33924,20.297
1.7141,-0.16033,20.375
1.5261,-0.010504,20.453
1.4551,-0.025399,20.531
1.4834,-0.045036,20.609
1.7112,-0.27557,20.688
1.639,-0.36421,20.766
1.6307,-0.33603,20.844
1.653,-0.35007,20.922
1.7085,-0.30589,21
1.6814,-0.1667,21.078
1.5401,-0.066905,21.156
1.483,-0.073359,21.234
1.4834,-0.064681,21.313
1.6702,-0.22158,21.391
1.6036,-0.3117,21.469
1.601,-0.32377,21.547
1.6162,-0.37161,21.625
1.6676,-0.35864,21.703
1.676,-0.28443,21.781
1.6436,-0.24812,21.859
1.6804,-0.25602,21.938
1.6349,-0.1689,22.016
1.6946,-0.22736,22.094
1.6627,-0.37545,22.172
