1.869,-0.56167,0.76563
1.7512,-0.41292,0.84375
1.6942,-0.42526,0.92188
1.8084,-0.1518,1
1.697,-0.12725,1.0781
1.7953,-0.061238,1.1563
1.9335,0.09353,1.2344
1.9904,0.060453,1.3125
2.395,0.031172,1.3906
2.5189,0.52101,1.4688
2.6,0.9777,1.5469
2.6465,0.98096,1.625
3.2309,1.1839,1.7031
4.1915,1.2086,1.7813
1.8341,0.32075,1.8594
1.9886,0.38496,1.9375
1.7167,0.099298,2.0156
2.6638,0.35365,2.0938
2.9038,0.68968,2.1719
2.1999,0.5852,2.25
2.5194,0.37904,2.3281
3.449,-0.75704,2.4063
2.3258,-0.54499,2.4844
1.6918,-0.23247,2.5625
1.4265,0.033817,2.6406
1.4358,0.20809,2.7188
1.3802,0.19406,2.7969
1.8473,0.46084,2.875
1.8591,0.54138,2.9531
2.0908,0.69957,3.0313
2.1473,0.78791,3.1094
2.1985,0.74243,3.1875
2.1845,0.60342,3.2656
2.1024,0.44241,3.3438
2.1267,0.32098,3.4219
2.3735,0.18421,3.5
2.3429,0.39361,3.5781
2.6203,0.17162,3.6563
2.2225,-0.51426,3.7344
1.7273,-0.32003,3.8125
1.6106,-0.26595,3.8906
1.5652,-0.34364,3.9688
1.7938,-0.027893,4.0469
1.7581,0.13609,4.125
1.57,0.090495,4.2031
1.5286,0.054272,4.2813
1.5039,0.088165,4.3594
1.4892,0.094021,4.4375
1.4799,0.15253,4.5156
1.5374,0.18624,4.5938
1.6186,-0.063934,4.6719
1.507,-0.17793,4.75
1.5182,-0.20424,4.8281
1.5859,-0.22444,4.9063
1.6452,0.091166,4.9844
1.5932,0.31891,5.0625
1.522,0.32694,5.1406
1.5831,0.30471,5.2188
1.6703,0.057548,5.2969
1.5864,-0.22287,5.375
1.5677,-0.24813,5.4531
1.6734,-0.19022,5.5313
1.5612,0.016516,5.6094
1.6355,0.32781,5.6875
1.5813,0.40627,5.7656
1.6335,0.25857,5.8438
1.6145,-0.073245,5.9219
1.8098,-0.092178,6
1.653,-0.064977,6.0781
1.5464,-0.086745,6.1563
1.5618,-0.045743,6.2344
1.5238,0.014425,6.3125
1.5344,0.022621,6.3906
1.4821,0.1168,6.4688
1.453,0.18632,6.5469
1.4329,0.2337,6.625
1.6816,0.5171,6.7031
2.5046,0.84478,6.7813
3.1932,0.82516,6.8594
1.8504,-0.066383,6.9375
1.5576,-0.25395,7.0156
1.6606,-0.52533,7.0938
2.5604,-0.97435,7.1719
3.4946,-1.1433,7.25
2.6243,-0.5416,7.3281
1.758,-0.10768,7.4063
3.2055,-0.89529,7.4844
2.4208,-0.75696,7.5625
1.9763,-0.3982,7.6406
2.9732,0.25104,7.7188
4.4975,1.382,7.7969
2.711,1.0485,7.875
2.0377,0.71165,7.9531
2.0329,0.5552,8.0313
2.0411,0.21603,8.1094
1.7999,0.21841,8.1875
